Weather_conditions,Road_traffic_density,Age_Category,Delivery_Status
Sandstorms,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Medium,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Medium,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,Medium,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,High,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,High,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Medium,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Stormy,High,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Windy,High,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,High,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Fog,High,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,High,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Cloudy,High,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Windy,Medium,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Fog,High,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Fog,Medium,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Stormy,High,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Stormy,High,Adulto,Ritardo
Stormy,Medium,Adulto,Ritardo
Fog,High,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Cloudy,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Medium,Senior,Ritardo
Windy,High,Senior,Ritardo
Sunny,Medium,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Windy,Medium,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Stormy,Medium,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,High,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,High,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Stormy,Medium,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Windy,High,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Cloudy,High,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Cloudy,High,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Windy,High,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Fog,High,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Windy,High,Senior,Ritardo
Stormy,High,Senior,Ritardo
Fog,High,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,High,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Stormy,High,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Low,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,Medium,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Stormy,High,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,High,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Medium,Adulto,Ritardo
Windy,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Medium,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Medium,Giovane,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Windy,Medium,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Stormy,High,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Stormy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Windy,Medium,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Low,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Medium,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,High,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Medium,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Stormy,High,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,High,Giovane,Ritardo
Stormy,High,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Sandstorms,High,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,High,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Stormy,Medium,Giovane,Ritardo
Sandstorms,Medium,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,Medium,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Stormy,High,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Windy,Medium,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Medium,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Windy,Medium,Senior,Ritardo
Sandstorms,High,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Windy,Medium,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Windy,High,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Stormy,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Medium,Senior,Ritardo
Windy,Medium,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Stormy,Medium,Senior,Ritardo
Fog,Low,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Sandstorms,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,High,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Windy,Medium,Giovane,Ritardo
Stormy,Medium,Adulto,Ritardo
Cloudy,Jam,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Stormy,Medium,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,High,Senior,Ritardo
Stormy,Medium,Adulto,Ritardo
Windy,Medium,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,High,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Stormy,Medium,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Stormy,High,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Windy,High,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Jam,Giovane,Ritardo
Fog,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Fog,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,High,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,High,Senior,Ritardo
Fog,Jam,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Windy,High,Senior,Ritardo
Windy,High,Senior,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Cloudy,Jam,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Cloudy,Jam,Giovane,Ritardo
Cloudy,Jam,Adulto,Ritardo
Fog,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Medium,Senior,Ritardo
Sandstorms,Medium,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Senior,Ritardo
Cloudy,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Jam,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Jam,Senior,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Jam,Giovane,Ritardo
Sunny,High,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Sandstorms,Jam,Senior,Ritardo
Stormy,Jam,Senior,Ritardo
Cloudy,Jam,Adulto,Ritardo
Windy,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
